Product,Description,MedDRA Preferred Terms
monat reshape root lifter, Cosmetics,"Trichorrhexis, Skin ulcer, Hair texture abnormal, Haemorrhage, Alopecia, Trichorrhexis, Skin ulcer, Pain, Burning sensation, Alopecia, Alopecia"
monat restore conditioner, Cosmetics,Alopecia
monat restore leave in conditioner, Cosmetics,"Trichorrhexis, Alopecia, Trichorrhexis, Skin ulcer, Pruritus, Hair texture abnormal, Alopecia, Alopecia, Wound secretion, Skin ulcer, Skin burning sensation, Pruritus, Hypersensitivity, Eye pruritus, Eye irritation, Dandruff, Burning sensation, Blister, Trichorrhexis, Skin ulcer, Hair texture abnormal, Haemorrhage, Alopecia, Trichorrhexis, Alopecia, Alopecia, Pruritus, Dry skin, Alopecia, Trichorrhexis, Skin ulcer, Skin exfoliation, Alopecia"
monat restore leavein, Cosmetics,"Trichorrhexis, Rash, Muscle spasms, Hair texture abnormal, Hair texture abnormal, Alopecia, Alopecia, Trichorrhexis, Skin ulcer, Dermatitis"
monat restore leavein conditioner, Cosmetics,"Trichorrhexis, Scab, Rash, Alopecia, Trichorrhexis, Pruritus, Hair texture abnormal, Chemical injury, Burning sensation, Alopecia, Skin ulcer, Pain, Hair colour changes, Furuncle, Emotional distress, Depression, Acne, Pruritus, Dandruff, Tenderness, Suicidal ideation, Skin ulcer, Malaise, Hormone level abnormal, Headache, Fatigue, Depression, Decreased appetite, Abnormal behaviour, Alopecia, Alopecia, Psoriasis, Pruritus, Dry skin, Alopecia, Alopecia, Alopecia"
monat restore shampoo, Cosmetics,"Skin ulcer, Skin injury, Alopecia, Trichorrhexis, Skin ulcer, Skin injury, Alopecia"
monat restructuring line, Cosmetics,"Alopecia, Alopecia"
monat revilatize renew shampoo, Cosmetics,Trichorrhexis
monat revilatize shampoo, Cosmetics,"Hair texture abnormal, Emotional distress, Alopecia"
monat revitalize, Cosmetics,"Trichorrhexis, Rash, Muscle spasms, Hair texture abnormal, Hair texture abnormal, Alopecia, Alopecia, Menorrhagia, Skin irritation, Alopecia, Alopecia, Seborrhoeic dermatitis, Pruritus, Muscle spasms, Mood swings, Hot flush, Headache, Dry skin, Depression, Dandruff, Burning sensation, Alopecia, Acne, Abdominal pain upper, Skin ulcer, Pruritus, Inflammation, Alopecia, Trichorrhexis, Pruritus, Onychoclasis, Onychalgia, Hair texture abnormal, Acne"
monat revitalize co, Cosmetics,Alopecia
monat revitalize condition, Cosmetics,"Burning sensation, Blister, Alopecia, Alopecia"
monat revitalize conditioner, Cosmetics,"Skin ulcer, Pruritus, Dandruff, Trichorrhexis, Pruritus, Alopecia, Hormone level abnormal, Hair texture abnormal, Alopecia, Pruritus, Dandruff, Burning sensation, Alopecia, Trichorrhexis, Seborrhoea, Pruritus, Pain, Menorrhagia, Hormone level abnormal, Alopecia, Alopecia, Acne, Trichorrhexis, Skin exfoliation, Rash erythematous, Pain, Haemorrhage, Alopecia, Alopecia, Skin ulcer, Pain, Hair colour changes, Furuncle, Emotional distress, Depression, Acne, Trichorrhexis, Seborrhoea, Pruritus, Hair colour changes, Haemorrhage, Dandruff, Alopecia, Alopecia, Trichorrhexis, Skin ulcer, Pruritus, Hair texture abnormal, Alopecia, Alopecia, Skin irritation, Alopecia, Trichorrhexis, Skin ulcer, Pruritus, Hormone level abnormal, Alopecia, Acne, Hair texture abnormal, Hair disorder, Trichorrhexis, Skin ulcer, Hair texture abnormal, Haemorrhage, Alopecia, Skin exfoliation, Hair texture abnormal, Weight increased, Night sweats, Menstruation irregular, Menorrhagia, Headache, Dry eye, Anxiety, Alopecia, Alopecia, Alopecia, Alopecia, Trichorrhexis, Hair texture abnormal, Alopecia, Trichorrhexis, Alopecia, Rash generalised, Trichorrhexis, Alopecia, Alopecia, Trichorrhexis, Skin ulcer, Pruritus, Erythema, Dry skin, Alopecia, Skin ulcer, Alopecia, Skin ulcer, Skin irritation, Skin exfoliation, Dry skin, Alopecia, Alopecia, Swelling, Skin ulcer, Pruritus, Hypersensitivity, Hair texture abnormal, Erythema, Dry skin, Trichorrhexis, Skin ulcer, Pain, Burning sensation, Alopecia, Alopecia, Alopecia, Hair texture abnormal, Emotional distress, Alopecia, Trichorrhexis, Trichorrhexis, Skin ulcer, Rash, Pruritus, Burning sensation, Alopecia, Pruritus, Pain, Nervous system disorder, Insomnia, Headache, Dizziness, Alopecia, Alopecia, Acne, Skin ulcer, Psoriasis, Burning sensation, Alopecia, Skin tightness, Pruritus, Dandruff, Burning sensation, Trichorrhexis, Dermatitis, Alopecia, Skin ulcer, Pruritus, Alopecia, Skin ulcer, Skin reaction, Hormone level abnormal, Alopecia, Alopecia, Trichorrhexis, Alopecia, Trichorrhexis, Tenderness, Skin ulcer, Seborrhoea, Pruritus, Pain, Alopecia, Alopecia"
monat revitalize conditioner and blow out cream, Cosmetics,"Trichorrhexis, Menorrhagia, Alopecia"
monat revitalize leave in conditioner, Cosmetics,Alopecia
monat revitalize shampoo, Cosmetics,"Trichorrhexis, Hair texture abnormal, Hair colour changes, Skin exfoliation, Skin burning sensation, Seborrhoeic dermatitis, Pruritus, Pain, Hair texture abnormal, Alopecia, Scab, Erythema, Alopecia, Skin ulcer, Skin burning sensation, Menstrual disorder, Hot flush, Hair texture abnormal, Hair texture abnormal, Chemical injury, Blood thyroid stimulating hormone increased, Ovarian cyst, Hormone level abnormal, Alopecia, Acne"
monat revitalize shampoo  conditioner, Cosmetics,"Trichorrhexis, Pruritus, Headache, Dandruff, Alopecia, Acne"
monat revitalize shampoo and conditioner, Cosmetics,"Trichorrhexis, Hair texture abnormal, Alopecia"
monat revive, Cosmetics,"Trichorrhexis, Rash, Muscle spasms, Hair texture abnormal, Hair texture abnormal, Alopecia, Alopecia, Skin ulcer, Scab, Pruritus, Hair texture abnormal, Dandruff, Alopecia, Menorrhagia, Skin irritation, Alopecia, Alopecia, Weight increased, Ovarian cyst, Menorrhagia, Trichorrhexis, Alopecia, Seborrhoeic dermatitis, Pruritus, Muscle spasms, Mood swings, Hot flush, Headache, Dry skin, Depression, Dandruff, Burning sensation, Alopecia, Acne, Abdominal pain upper, Anxiety, Alopecia, Alopecia, Alopecia, Trichorrhexis, Skin ulcer, Alopecia, Skin ulcer, Pruritus, Pain, Nausea, Feeling abnormal, Eye pain, Dizziness, Alopecia"
monat revive and intense, Cosmetics,"Skin ulcer, Haemorrhage, Alopecia"
monat revive conditioner, Cosmetics,"Suppressed lactation, Muscle spasms, Hair texture abnormal, Haemorrhage, Burning sensation, Trichorrhexis, Pruritus, Muscle spasms, Mood swings, Menstruation irregular, Menorrhagia, Headache, Gastrointestinal disorder, Fatigue, Dry skin, Acne, Abdominal pain upper, Trichorrhexis, Skin ulcer, Dry skin, Dandruff, Alopecia, Alopecia, Swelling, Skin ulcer, Pruritus, Metrorrhagia, Hair texture abnormal, Alopecia, Alopecia, Skin haemorrhage, Seborrhoea, Pruritus, Menstruation irregular, Dermatitis, Pruritus, Alopecia, Alopecia, Rash, Erythema"
monat revive hair products, Cosmetics,Alopecia
monat revive shampoo, Cosmetics,"Alopecia, Skin ulcer, Pruritus, Dandruff, Hormone level abnormal, Hair texture abnormal, Alopecia, Trichorrhexis, Skin disorder, Hair texture abnormal, Dry skin, Dandruff, Alopecia, Trichorrhexis, Rash erythematous, Pruritus, Pain of skin, Pain, Dermatitis contact, Dermatitis, Burning sensation, Alopecia, Pruritus, Alopecia, Alopecia, Trichorrhexis, Skin exfoliation, Rash erythematous, Pain, Haemorrhage, Alopecia, Alopecia, Vitamin D deficiency, Thermal burn, Skin disorder, Gastric disorder, Eczema, Depression, Alopecia, Trichorrhexis, Pruritus, Muscle spasms, Mood swings, Menstruation irregular, Menorrhagia, Headache, Gastrointestinal disorder, Fatigue, Dry skin, Acne, Abdominal pain upper, Trichorrhexis, Trichorrhexis, Pruritus, Hair texture abnormal, Trichorrhexis, Alopecia, Alopecia, Trichorrhexis, Skin ulcer, Dry skin, Dandruff, Alopecia, Skin ulcer, Folliculitis, Skin ulcer, Skin irritation, Alopecia, Skin exfoliation, Hair texture abnormal, Trichorrhexis, Skin ulcer, Alopecia, Trichorrhexis, Thyroid function test abnormal, Skin ulcer, Hormone level abnormal, Alopecia, Psoriasis, Menorrhagia, Endometriosis, Alopecia, Alopecia, Wound, Trichorrhexis, Seborrhoea, Hair texture abnormal, Dandruff, Alopecia, Alopecia, Alopecia, Alopecia, Alopecia, Pruritus, Trichorrhexis, Pruritus, Alopecia, Trichorrhexis, Skin irritation, Hair texture abnormal, Dry skin, Dandruff, Alopecia, Trichorrhexis, Hair texture abnormal, Alopecia, Trichorrhexis, Alopecia, Rash generalised, Trichorrhexis, Alopecia, Alopecia, Skin exfoliation, Skin exfoliation, Skin burning sensation, Rash, Pruritus, Pain of skin, Flushing, Erythema, Dry skin, Dandruff, Skin ulcer, Skin irritation, Skin exfoliation, Dry skin, Alopecia, Alopecia, Alopecia, Alopecia, Pruritus, Pain of skin, Discomfort, Alopecia, Alopecia, Trichorrhexis, Dermatitis, Alopecia, Skin ulcer, Skin reaction, Hormone level abnormal, Alopecia, Alopecia, Pruritus, Alopecia, Alopecia, Rash, Erythema"
monat revive shampoo and conditioner, Cosmetics,"Weight increased, Skin ulcer, Skin irritation, Pruritus, Mood swings, Metrorrhagia, Hair texture abnormal, Dry skin, Depression, Dandruff, Application site pustules, Alopecia, Alopecia"
monat revive shampoo volume, Cosmetics,"Pruritus, Dry skin, Alopecia, Alopecia"
monat root lift spray, Cosmetics,"Psoriasis, Pruritus, Dry skin, Alopecia"
monat shampoo, Cosmetics,"Trichorrhexis, Hair texture abnormal, Skin ulcer, Migraine, Menorrhagia, Breast pain, Alopecia, Acne, Uterine leiomyoma, Trichorrhexis, Hormone level abnormal, Cyst, Alopecia, Trichorrhexis, Pruritus, Headache, Dandruff, Alopecia, Acne, Trichorrhexis, Pruritus, Hair texture abnormal, Burning sensation, Alopecia, Skin irritation, Alopecia, Pruritus, Alopecia, Pruritus, Alopecia, Alopecia, Scab, Alopecia, Trichorrhexis, Alopecia, Alopecia, Skin burning sensation, Pruritus, Alopecia, Alopecia, Alopecia, Trichorrhexis, Hair texture abnormal, Alopecia, Trichorrhexis, Pruritus, Dry skin, Alopecia, Trichorrhexis, Menstrual disorder, Menorrhagia, Dry skin, Dandruff, Trichorrhexis, Tenderness, Pruritus, Pain, Muscle spasms, Trichorrhexis, Polymenorrhoea, Muscle spasms, Menorrhagia, Hair texture abnormal, Alopecia, Alopecia, Swelling, Pruritus, Dandruff, Alopecia, Alopecia, Pruritus, Dry skin, Alopecia, Skin ulcer, Scab, Blister, Acne, Skin ulcer, Alopecia, Skin exfoliation, Dry skin, Alopecia, Trichorrhexis, Alopecia, Skin ulcer, Erythema, Alopecia, Alopecia, Uterine haemorrhage, Skin ulcer, Menstruation irregular, Hair texture abnormal, Alopecia"
monat shampoo  conditioner, Cosmetics,"Suicidal ideation, Skin ulcer, Depression, Confusional state"
monat shampoo and conditioner, Cosmetics,"Trichorrhexis, Alopecia, Alopecia"
monat shampoo conditioner and styling products, Cosmetics,"Trichorrhexis, Skin ulcer, Rash erythematous, Pruritus, Dandruff, Alopecia, Alopecia"
monat shampoo revitalizing, Cosmetics,"Trichorrhexis, Headache, Hair texture abnormal, Alopecia, Alopecia"
monat smoothing conditioner, Cosmetics,"Wound, Scab, Pruritus, Hair texture abnormal, Dry skin, Alopecia, Pruritus, Alopecia, Alopecia, Trichorrhexis, Skin ulcer, Hair texture abnormal, Haemorrhage, Alopecia, Trichorrhexis, Hair texture abnormal, Pruritus, Hair texture abnormal, Burning sensation, Alopecia, Trichorrhexis, Skin ulcer, Rash pruritic, Erythema, Alopecia, Acne cystic, Acne, Swelling, Skin ulcer, Erythema, Alopecia, Rash, Feeling hot, Erythema, Blister"
monat smoothing deep condiotioner, Cosmetics,"Trichorrhexis, Skin ulcer, Migraine, Menstruation irregular, Burning sensation, Alopecia, Acne cystic"
monat smoothing deep conditioner, Cosmetics,"Trichorrhexis, Skin ulcer, Dermatitis, Rash, Pain, Alopecia, Trichorrhexis, Alopecia, Skin burning sensation, Psychiatric symptom, Personality change, Paraesthesia, Mood swings, Menstrual disorder, Alopecia, Alopecia, Pain of skin, Alopecia, Alopecia, Menstruation irregular, Lymphadenopathy, Hair texture abnormal, Breast tenderness, Breast swelling, Alopecia, Acne, Pruritus, Pain of skin, Discomfort, Alopecia, Alopecia, Skin ulcer, Pruritus, Alopecia, Alopecia, Alopecia"
monat smoothing deep conditioning, Cosmetics,"Rash, Pain, Acne"
monat smoothing shampoo, Cosmetics,"Trichorrhexis, Skin ulcer, Rash pruritic, Erythema, Alopecia, Acne cystic, Acne, Trichorrhexis, Alopecia, Skin burning sensation, Psychiatric symptom, Personality change, Paraesthesia, Mood swings, Menstrual disorder, Alopecia, Alopecia, Pain of skin, Alopecia, Trichorrhexis, Hair texture abnormal, Alopecia, Swelling, Skin ulcer, Erythema, Alopecia, Hair texture abnormal, Emotional distress, Alopecia, Trichorrhexis, Alopecia, Rash, Pain, Acne, Skin ulcer, Pruritus, Alopecia, Pain of skin, Alopecia, Alopecia, Rash, Pruritus, Alopecia, Alopecia"
monat smoothing shampoo and conditioner, Cosmetics,"Rash pruritic, Pruritus, Pruritus"
monat smoothing shampoo smooth, Cosmetics,"Trichorrhexis, Alopecia, Alopecia"
monat soothing deep conditioner, Cosmetics,"Trichorrhexis, Pruritus, Onychoclasis, Menorrhagia, Headache, Burning sensation, Acne, Trichorrhexis"
monat split end repair, Cosmetics,"Scar, Rash erythematous, Rash, Pruritus, Pharyngitis streptococcal, Paraesthesia, Nerve injury, Malaise, Hypersensitivity, Eczema, Blister, Alopecia, Pruritus, Alopecia"
monat spray, Cosmetics,"Alopecia, Alopecia"
monat styling products, Cosmetics,"Trichorrhexis, Hair texture abnormal, Trichorrhexis, Seborrhoea, Pruritus, Pain, Menorrhagia, Hormone level abnormal, Alopecia, Alopecia, Acne"
monat super moisture mask, Cosmetics,"Trichorrhexis, Skin ulcer, Dermatitis, Pain of skin, Alopecia"
monat system, Cosmetics,Alopecia
monat the champ dry shampoo, Cosmetics,"Trichorrhexis, Skin ulcer, Hair texture abnormal, Haemorrhage, Alopecia, Skin haemorrhage, Seborrhoea, Pruritus, Menstruation irregular, Dermatitis, Pruritus, Alopecia, Alopecia"
monat thickening spray, Cosmetics,"Trichorrhexis, Skin ulcer, Hair texture abnormal, Haemorrhage, Alopecia, Alopecia, Alopecia, Alopecia, Hair texture abnormal, Emotional distress, Alopecia, Trichorrhexis"
monat volume line, Cosmetics,"Uterine haemorrhage, Skin ulcer, Menstruation irregular, Hair texture abnormal, Alopecia"
monat volume spray, Cosmetics,Alopecia
monat volumizing line, Cosmetics,"Trichorrhexis, Hair texture abnormal, Alopecia"
monat volumizing shampoo, Cosmetics,"Trichorrhexis, Skin ulcer, Hair texture abnormal, Trichorrhexis, Tenderness, Skin ulcer, Seborrhoea, Pruritus, Pain, Alopecia, Alopecia"
mood tingling sunless tanner designer skin, Cosmetics,"SYNCOPE, NAUSEA, FALL, DIZZINESS, ANKLE FRACTURE"
moodstruck precision pencil, Cosmetics,"Skin exfoliation, Dry skin, Dry skin, Chemical injury"
moroccanoil hydrating shampoo, Cosmetics,HYPERSENSITIVITY
morphe 35o eyeshadow palette, Cosmetics,"Rash, Lacrimation increased, Eye pruritus"
morphe james charls, Cosmetics,"Urticaria, Swelling, Skin tightness, Eye pruritus"
morphe pallet, Cosmetics,"RASH, HYPERSENSITIVITY"
morphe x james charles, Cosmetics,"Urticaria, Eyelid oedema"
motherlove diaper balm, Cosmetics,"SCREAMING, CRYING, BLOOD BLISTER"
motions, Cosmetics,TRICHORRHEXIS
motions classic hair relaxer regular formula for medium textures, Cosmetics,ALOPECIA
motions cpr treatment shampoo, Cosmetics,HYPOTRICHOSIS
motions no lye sensitive scalp hair relaxer activator, Cosmetics,"HYPOTRICHOSIS, BURNING SENSATION"
motions no lye sensitive scalp hair relaxer creme, Cosmetics,"HYPOTRICHOSIS, BURNING SENSATION"
mountain rose herbs mrh almond oil, Cosmetics,TRICHORRHEXIS
mousse absolue reuseable color, Cosmetics,"SWELLING, EYE IRRITATION, BURNING SENSATION"
mouthwash, Cosmetics,"PNEUMATOSIS, PERITONITIS, LARGE INTESTINE PERFORATION, DIARRHOEA, COLITIS ISCHAEMIC, CHANGE OF BOWEL HABIT, ADENOMA BENIGN, ABDOMINAL DISTENSION"
moxielash magnetic eyeliner, Cosmetics,"Eyelid oedema, Eyelid irritation"
mr bubble extra gentale, Cosmetics,"SCREAMING, RASH GENERALISED, PRURITUS, EYE BURNS, ERYTHEMA, SCREAMING, RASH GENERALISED, PRURITUS, EYE BURNS, ERYTHEMA"
mrs meyers lavender liquid hand soap, Cosmetics,"Hypersensitivity, Eyelids pruritus, Eyelid oedema"
multi vitamin scalp nourishing oil, Cosmetics,"Scab, Rash, Inflammation, Alopecia"
mundo de unas, Cosmetics,"VISION BLURRED, HEADACHE, DIZZINESS, CONDITION AGGRAVATED"
mundo de unas nail polish, Cosmetics,"THROAT IRRITATION, RESPIRATORY DISTRESS, HEADACHE, GINGIVAL PAIN, THROAT IRRITATION, RESPIRATORY DISTRESS, HEADACHE"
murad complete reform, Cosmetics,"SKIN DISORDER, LOCALISED OEDEMA"
mustela bebe dermo cleansing, Cosmetics,"SENSORY DISTURBANCE, HEAD DISCOMFORT, CRYING, ALLERGY TO CHEMICALS"
my fair baby baby wipes premium quality blue package, Cosmetics,"TESTICULAR SWELLING, TENDERNESS, SWELLING, SKIN LESION, RASH PUSTULAR, RASH ERYTHEMATOUS, RASH, RASH, PENILE SWELLING, PAIN, ERYTHEMA, DISCOMFORT, BLISTER"
my fair baby tearfree baby shampoo with chamomile, Cosmetics,Alopecia
mychelle dermaceuticals blueberry antioxidant mask, Cosmetics,"SKIN IRRITATION, SKIN EXFOLIATION, SCAR, RASH, PAIN, ERYTHEMA, BLISTER"
mychelle dermaceuticals clear skin serum, Cosmetics,"SKIN IRRITATION, SKIN EXFOLIATION, SCAR, RASH, PAIN, ERYTHEMA, BLISTER"
mychelle dermaceuticals fruit enzyme cleanser, Cosmetics,"SKIN IRRITATION, SKIN EXFOLIATION, SCAR, RASH, PAIN, ERYTHEMA, BLISTER"
mychelle dermaceuticals fruit enzyme mist, Cosmetics,"SKIN IRRITATION, SKIN EXFOLIATION, SCAR, RASH, PAIN, ERYTHEMA, BLISTER"
mychelle dermaceuticals fruit enzyme scrub, Cosmetics,"SKIN IRRITATION, SKIN EXFOLIATION, SCAR, RASH, PAIN, ERYTHEMA, BLISTER"
mychelle dermaceuticals incredible pumpkin peel, Cosmetics,"SKIN IRRITATION, SKIN EXFOLIATION, SCAR, RASH, PAIN, ERYTHEMA, BLISTER"
mychelle dermaceuticals oil free grapefruit cream, Cosmetics,"SKIN IRRITATION, SKIN EXFOLIATION, SCAR, RASH, PAIN, ERYTHEMA, BLISTER"
mychelle dermaceuticals pumpkin renewal cream, Cosmetics,"SKIN IRRITATION, SKIN EXFOLIATION, SCAR, RASH, PAIN, ERYTHEMA, BLISTER"
mystic tan, Cosmetics,"URTICARIA, SWELLING, PRURITUS, HYPERSENSITIVITY, SINUSITIS, PHARYNGITIS, THROAT IRRITATION, SINUSITIS, DYSGEUSIA, GOUT"
mystic tan dha mist, Cosmetics,"PHARYNGOLARYNGEAL PAIN, COUGH"
mystic tan mystic tan, Cosmetics,"INNER EAR DISORDER, DEAFNESS, DEAFNESS, DEAFNESS, DEAFNESS, DEAFNESS"
mystic tan spray, Cosmetics,"URTICARIA, PRURITUS, FACE OEDEMA"
mystic tan spray on tan  dark color, Cosmetics,"LUNG NEOPLASM MALIGNANT, HEPATIC NEOPLASM MALIGNANT, BRONCHIOLOALVEOLAR CARCINOMA, BRAIN CANCER METASTATIC"
mystic tan sprayon tanning, Cosmetics,"SYNCOPE, SWELLING FACE, PRURITUS, NAUSEA, HOSPITALISATION, FRACTURE, ERYTHEMA, NAUSEA, SYNCOPE, SWELLING FACE, PRURITUS, NAUSEA, EMERGENCY CARE EXAMINATION, ANKLE FRACTURE"
mystic tanning spray, Cosmetics,"HYPERSENSITIVITY, HEADACHE, MALAISE, DYSPEPSIA, ASTHENIA"
nadinola face cream nonoily bleaching, Cosmetics,"SWELLING, ERYTHEMA"
nads hair removal kit, Cosmetics,"RASH PAPULAR, PAIN, MALAISE, IMPETIGO, HERPES ZOSTER"
nads nose wax kit, Cosmetics,"SWELLING, SCAR, SCAB, PAIN, HAEMORRHAGE, ERYTHEMA"
nail magic, Cosmetics,"SWELLING, PAIN, MUSCULOSKELETAL STIFFNESS, CAUSTIC INJURY, BURNING SENSATION"
nail magic nail hardener and conditioner clear, Cosmetics,"PAIN, HYPERSENSITIVITY, ERYTHEMA"
nail polish, Cosmetics,NAIL DISORDER
nail polish products all, Cosmetics,NAIL DISCOLOURATION
nail products, Cosmetics,Hypersensitivity
nailene ultra quick nail glue, Cosmetics,"Dermatitis contact, Dermatitis allergic"
nailezee nail polish, Cosmetics,SKIN DISCOLOURATION
nails hardener, Cosmetics,PAIN
nailtique formula nail hardener, Cosmetics,"PARAESTHESIA, BURNING SENSATION"
nailtiques formula 2, Cosmetics,"PAIN, HYPERSENSITIVITY"
nair 4 minute lotion raspberry raz ma tazz raspberry scented, Cosmetics,"HOSPITALISATION, CAUSTIC INJURY, BURNING SENSATION"
nair aloe  lanolin hair remover, Cosmetics,"SKIN EXFOLIATION, SKIN DISCOLOURATION, PAIN, ERYTHEMA, CHEMICAL BURN OF SKIN, BURNING SENSATION"
nair bikini cream sensitive formula, Cosmetics,"URTICARIA, HYPERAESTHESIA"
nair cool gel hair remover, Cosmetics,"SKIN BURNING SENSATION, SKIN BURNING SENSATION, RASH, OROPHARYNGEAL BLISTERING, HAEMORRHAGE"
nair cream hair remover, Cosmetics,"RASH PAPULAR, BURNING SENSATION"
nair face cream hair remover, Cosmetics,"URTICARIA, SWELLING FACE, BURNING SENSATION, BLISTER"
nair for men, Cosmetics,CHEMICAL INJURY
nair for men roll on, Cosmetics,"SWELLING, PAIN, ERYTHEMA, BURNING SENSATION"
nair hair removal, Cosmetics,CHEMICAL INJURY
nair hair removal cream, Cosmetics,"TENDERNESS, SKIN DISCOMFORT, RASH PUSTULAR, PAIN, WOUND DRAINAGE, SECRETION DISCHARGE, CHEMICAL INJURY, CHEMICAL BURN OF SKIN"
nair hair removal for the face, Cosmetics,"SWELLING, PRURITUS, PARAESTHESIA, HYPERSENSITIVITY, ERYTHEMA, BURNING SENSATION"
nair hair removal lotion, Cosmetics,BURNING SENSATION
nair hair removal lotion depilatory, Cosmetics,"HAEMORRHAGE, BURNING SENSATION"
nair hair removal with raspberry scent, Cosmetics,"SKIN IRRITATION, ERYTHEMA, BURNING SENSATION, BLISTER"
nair hair remover, Cosmetics,"WOUND SECRETION, SKIN EXFOLIATION, ERYTHEMA, CAUSTIC INJURY, BURNING SENSATION, RASH"
nair hair remover for face, Cosmetics,HYPERTRICHOSIS
nair hair remover lotion, Cosmetics,"SKIN INJURY, LACERATION, PAIN OF SKIN, ERYTHEMA, BURNING SENSATION"
nair hair remover roll on wax, Cosmetics,"SKIN EXFOLIATION, SCAR, BURNING SENSATION, BLISTER"
nair lotion, Cosmetics,"SKIN IRRITATION, SKIN DISCOLOURATION, PHYSICAL EXAMINATION, ERYTHEMA, CHEMICAL BURN OF SKIN, BURNING SENSATION, BLISTER"
nair men hair removal cream, Cosmetics,"Haemorrhage, Chemical injury"
nair sensitive hair remover, Cosmetics,"ERYTHEMA, CHEMICAL BURN OF SKIN"
nair sensitive skin hair removal, Cosmetics,"PARAESTHESIA, HYPOAESTHESIA"
nair shower power, Cosmetics,"SKIN EXFOLIATION, CHEMICAL INJURY"
nair shower power max women hair remover, Cosmetics,SKIN IRRITATION
nair wax readystrips for face  bikini, Cosmetics,"Swelling face, Skin injury, Skin discolouration, Pain, Excoriation, Burning sensation"
nair with baby oil, Cosmetics,"BURNING SENSATION, BLISTER"
naked palette 3, Cosmetics,"RASH, OCULAR HYPERAEMIA, EYE SWELLING, EYE PRURITUS"
namaste organic root stimulator olive oil creme, Cosmetics,"TRICHORRHEXIS, HYPOTRICHOSIS"
nars soft matte complete concealer, Cosmetics,"SWELLING, PAIN, INFLAMMATION, FEELING HOT, CYST, BURNING SENSATION"
native deoderant coconut and vanilla, Cosmetics,"Swelling, Rash, Pruritus, Erythema, Dermatitis contact"
native deodorant, Cosmetics,"Pruritus, Bacterial infection, Application site odour, Acne pustular, Pruritus, Bacterial infection, Application site odour, Acne pustular, Pruritus, Bacterial infection, Application site odour, Acne pustular, Abscess drainage, Rash, Fungal infection, Rash, Fungal infection, Skin reaction, Skin irritation, Pain, Hypersensitivity, Bacterial infection, Application site pustules, Acne"
native deodorant coconut  vanilla, Cosmetics,"SWELLING, RASH, PAIN, LYMPHADENOPATHY, DISCOMFORT, CONTUSION"
native deodorant coconut and vanilla, Cosmetics,"Tenderness, Swelling, Skin tightness, Skin odour abnormal, Skin irritation, Skin discolouration, Rash pruritic, Pyrexia, Pseudofolliculitis barbae, Pain, Pain, Infection, Feeling hot, Contusion, Axillary mass"
native tan super dark australian stype suntan oil, Cosmetics,RASH
natura keratin, Cosmetics,"EYE IRRITATION, COUGH"
naturablend color stain away wipe, Cosmetics,"SKIN BURNING SENSATION, PAIN, CAUSTIC INJURY"
natural aluminum free deodorant, Cosmetics,"SKIN DISORDER, ERYTHEMA, BURNING SENSATION"
natural color mineral makeup, Cosmetics,RASH
natural fruitbased cleanser, Cosmetics,Rash
natural instinct permanent hair color base demip liq blk brn, Cosmetics,"THROAT TIGHTNESS, SWELLING FACE, SWELLING, SKIN EXFOLIATION, SKIN BURNING SENSATION, RASH, PRURITUS, OROPHARYNGEAL SWELLING, LYMPHADENOPATHY, HYPERSENSITIVITY, EYE SWELLING, ECZEMA WEEPING"
natural reducer cream, Cosmetics,"RASH, NAUSEA, BLISTER"
natural spa at home  all natural handmade aromatherapy products, Cosmetics,Chemical injury
natural white pro gel toothpaste, Cosmetics,INFLAMMATION
naturally fresh deodorant crystal, Cosmetics,Rash
naturally fresh deodorant crystal  rollon, Cosmetics,"RASH, HYPERSENSITIVITY"
nature republic face mask cosmetic, Cosmetics,"RASH ERYTHEMATOUS, RASH"
nature rich moisturizing mineral soap, Cosmetics,"RENAL PAIN, PAIN IN EXTREMITY, NAUSEA, HEPATIC PAIN, HEADACHE, DRY MOUTH"
naturelle hemp volumizing root lifter, Cosmetics,"NAUSEA, HEADACHE"
natures bounty vitamin e cream, Cosmetics,"Rash, Erythema, Dermatitis"
natures gate rainwater tea tree oil shampoo, Cosmetics,"WOUND SECRETION, SKIN INJURY, SCAB, RASH, PRURITUS, DANDRUFF"
natures mist skin water, Cosmetics,"Vision blurred, Thermal burn, Eye burns, Burning sensation, Vision blurred, Burning sensation"
naturopathica aloe cleansing gel, Cosmetics,"PAIN, INFLAMMATION, ERYTHEMA, BURNING SENSATION"
naturtint 10 n light dawn blonde, Cosmetics,"HAIR TEXTURE ABNORMAL, BURNING SENSATION"
naturtint by phergal america corp of madred spain naturtint hair dye, Cosmetics,CHEMICAL INJURY
naturtint healthy gentle hair care 4n natural chestnut hair dye, Cosmetics,SKIN DISCOLOURATION
naturtint permanent hair, Cosmetics,"TENDERNESS, SKIN EXFOLIATION, BURNING SENSATION"
naturtunt permanent hair colorant, Cosmetics,"Pruritus, Hair texture abnormal, Alopecia"
needles no more 174 3d filler mask, Cosmetics,"PRURITUS, EYE SWELLING"
neon face  body paint uv glow, Cosmetics,"Skin injury, Scar, Burning sensation"
neova advanced refining lift eye gelee with ahk copper complex, Cosmetics,"URINARY TRACT INFECTION, POLLAKIURIA, DIARRHOEA, BACK PAIN, ABDOMINAL PAIN"
